STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,TRANSACTION,Transaction,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,CIVIL_STATUS,Civil status,HOUSEHOLD_TYPE,Household type,INCOME_PRINCIPAL,Earnings of the principal,INCOME_SPOUSE,Earnings of the spouse,LEVEL,Level,TAX_BASE,Tax base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,ESP,Spain,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2016,,60000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,ESP,Spain,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2017,,60000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,ESP,Spain,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2018,,60000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,ESP,Spain,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2019,,60000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,ESP,Spain,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2020,,60000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,ESP,Spain,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2021,,60000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,ESP,Spain,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2022,,60000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,ESP,Spain,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2023,,60000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,ESP,Spain,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2024,,60000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2000,,48600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2001,,48600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2002,,48600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2003,,48600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2004,,48600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2005,,48600,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2006,,52000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2007,,52000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2008,,52000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2009,,52000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2010,,52000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2011,,55000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2012,,55200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2013,,55200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2014,,55200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2015,,55200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2016,,55200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2017,,55200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2018,,55200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2019,,55200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2020,,55200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2021,,55200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2022,,55200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2023,,56200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,CHE,Switzerland,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2024,,57200,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2000,,31250000000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2001,,35000000000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2002,,47500000000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2003,,60000000000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2004,,70000000000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2005,,78000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2020,,600000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2021,,650000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2022,,880000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2023,,1900000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,TUR,Türkiye,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2024,,3000000,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2000,,288350,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2001,,136750,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2002,,141250,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2003,,143500,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2004,,146750,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2005,,150150,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2006,,154800,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2007,,160850,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2008,,164550,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2009,,171550,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2010,,171850,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2011,,174400,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2012,,178650,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2013,,183250,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2014,,186350,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2015,,189300,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2016,,190150,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2017,,191650,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2018,,157500,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2019,,160725,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2020,,163300,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2021,,164925,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_CENT(1.0),Personal income tax (PIT) - central government rates and thresholds,I,USA,United States,A,Annual,TH,Income threshold,PIT,Personal income tax,XDC,National currency,S1311,Central government,S,Single person,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,L4,4,_Z,Not applicable,2022,,170050,,1,One,A,Normal value,0,Units
